Date,Fokontany,Location,Species,Sex,AgeYears,AgeMonths,PreviousVaccine,Page,Point,Commune
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,4,,,1,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,,3,,1,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,,3,,1,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,,3,,1,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,,3,,1,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,1,,,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,F,5,,,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,F,4,,,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,S,F,,7,,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,S,M,,7,,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,4,,2015,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,7,,2017,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,,6,,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,S,F,2,,,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,S,M,,7,,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,S,F,,4,,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,S,F,1,,,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,F,2,,,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,S,M,,4,,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,S,M,,4,,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,S,M,1,5,,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,F,1,5,2016,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,S,F,6,,,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,3,,2017,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,10,,,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,F,2,,2017,2,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,S,M,2,,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,S,M,2,,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,S,F,,8,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,,6,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,1,,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,F,1,,2016,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,1,,2016,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,1,,2015,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,6,,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,F,,6,,3,Moramanga Ambony,Moramanga
16-Apr-18,Ambohimadera,Ambohimadera,S,F,1,,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,F,3,,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,M,1,,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,F,,7,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,M,,7,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,M,2,,2017,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,M,,3,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,M,1,,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,F,2,,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,F,,2,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,M,,2,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,M,,2,,3,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,M,2,,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,M,,6,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,F,,2,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,M,1,,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,F,1,,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,F,,9,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,M,,3,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,F,,3,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,M,1,,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,M,5,,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,M,1,5,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,M,1,5,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,F,1,5,2017,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,F,,6,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,F,,5,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,F,4,,2015,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,F,,6,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,F,1,,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,F,2,,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,F,,3,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,F,,3,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,F,,3,,4,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,F,2,,,5,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,M,3,,2017,5,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,F,2,,2016,5,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,F,1,,,5,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,A,M,,6,,5,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,M,2,,,5,Moramanga Ambony,Moramanga
16-Apr-18,Moramanga,Moramanga Ambony,S,F,4,,,5,Moramanga Ambony,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,4,,2017,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,4,,2017,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,5,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,,2,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,3,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,5,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,2,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,8,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,1,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,5,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,2,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,4,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,M,3,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,1,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,1,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,M,1,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,1,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,3,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,M,1,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,5,,,1,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,1,,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,F,2,,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,2,,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,,8,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,,8,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,M,,5,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,M,4,,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,4,,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,5,,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,M,1,,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,F,,11,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,F,3,,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,F,,10,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,10,,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,,2,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,1,,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,,7,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,1,,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,,5,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,F,2,,,2,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,,7,,3,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,2,,2016,3,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,4,,2017,3,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,4,,2016,3,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,4,,2016,3,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,3,,2016,3,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,7,,2016,3,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,8,,2016,3,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,3,,2016,3,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,3,,2016,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,1,,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,8,,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,1,,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,1,,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,1,,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,3,,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,3,,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,3,,2016,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,6,,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,M,3,,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,1,,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,4,,2017,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,3,,2017,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,2,,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,5,,2017,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,F,1,,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,F,3,,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,,6,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,3,,2016,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,8,,2016,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,1,,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,M,2,,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,2,,,4,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,3,,2016,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,3,,2017,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,1,,2018,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,2,,2017,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,2,,2017,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,F,4,,,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,M,,5,,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,F,,5,,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,M,1,,,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,9,,2016,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,1,,,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,M,2,,,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,1,,,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,5,,,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,4,,,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,4,,,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,2,,,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,2,,,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,F,,4,,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,M,3,,2017,5,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,F,2,,,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,2,,,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,,6,,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,7,,,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,3,,,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,2,,,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,,3,,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,2,,,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,2,,,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,2,,,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,,3,,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,2,,2017,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,,6,,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,F,2,,,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,5,,2016,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,7,,2016,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,5,,2016,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,4,,2016,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,11,,2016,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,10,,2016,6,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,,3,,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,2,,2017,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,4,,2017,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,5,,,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,M,,5,,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,3,,,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,6,,,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,3,,2016,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,F,4,,,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,4,,2016,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,1,,,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,3,,2017,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,6,,2017,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,F,,10,,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,2,,2016,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,F,1,,,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,6,,2016,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,S,F,8,,,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,,4,,7,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,A,M,3,,,7,Tsarafasina,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,,7,,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,1,,,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,3,,,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,4,,2013,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,1,,,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,1,,,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,1,,,1,Antanambao,Moramanga
18-Apr-18,Ambohimadera,Ambohimadera,A,F,3,,,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,1,,,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,,8,,1,Antanambao,Moramanga
18-Apr-18,Betambako,Antanambao,S,M,3,,,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,10,,2016,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,12,,2012,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,5,,2016,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,2,,,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,2,,,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,4,,2016,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,2,,2017,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,2,,,1,Antanambao,Moramanga
18-Apr-18,Betambako,Antanambao,A,M,3,,2016,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,2,,,1,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,F,1,,,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,,4,,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,M,,3,,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,1,,,2,Antanambao,Moramanga
18-Apr-18,Tsarafasina,Tsarafasina,A,M,1,,2017,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,8,,2016,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,F,3,,,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,F,1,,,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,4,,,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,3,,,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,,5,,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,F,,3,,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,F,,3,,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,7,,,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,F,1,,,2,Antanambao,Moramanga
18-Apr-18,Betambako,Antanambao,S,F,,8,,2,Antanambao,Moramanga
18-Apr-18,Betambako,Antanambao,S,M,2,,,2,Antanambao,Moramanga
18-Apr-18,Tsarahonenana,Tsarahonenana,S,F,2,,,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,1,,,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,13,,2016,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,2,,,2,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,F,,2,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,F,,2,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,F,,2,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,2,,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,3,,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,2,,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,5,,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,10,,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,F,2,,,3,Antanambao,Moramanga
18-Apr-18,Betambako,Antanambao,A,M,6,,2016,3,Antanambao,Moramanga
18-Apr-18,Betambako,Antanambao,S,M,6,,2016,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,10,,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,,5,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,F,2,,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,1,,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,1,,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,F,1,,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,F,,5,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,F,,5,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,5,,,3,Antanambao,Moramanga
18-Apr-18,Tsarafasina,Tsarafasina,S,F,2,,,3,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,9,,,4,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,,4,,4,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,M,2,,,4,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,5,,,4,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,7,,,4,Antanambao,Moramanga
18-Apr-18,Betambako,Antanambao,A,M,2,,,4,Antanambao,Moramanga
18-Apr-18,Betambako,Antanambao,A,M,9,,,4,Antanambao,Moramanga
18-Apr-18,Anosimasina,Antanambao,A,F,2,,,4,,Moramanga
18-Apr-18,Anosimasina,Antanambao,A,M,2,,,4,Antanambao,Moramanga
18-Apr-18,Betambako,Antanambao,A,F,3,,,4,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,F,2,,2016,4,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,,,6,,4,Antanambao,Moramanga
18-Apr-18,Tsarafasina,Tsarafasina,A,F,10,,,4,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,5,,,4,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,3,,,4,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,S,M,2,,2016,4,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,F,5,,,4,Antanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,A,M,,4,,4,Antanambao,Moramanga
